 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> novembre 19, 2018 
 ==================================================================

 Disk File Name = SRIM Outputs\Iodine in NIT.txt

 Ion = Iodine [53] , Mass = 126,904 amu

 Target Density =  3,4400E+00 g/cm3 = 8,2898E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ag     47    010,02    043,26   
     Br     35    010,02    032,04   
      I     53    000,40    002,03   
      C      6    021,44    010,31   
      N      7    004,91    002,75   
      O      8    011,82    007,57   
      S     16    000,30    000,38   
      H      1    041,08    001,66   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   4,568E+00  2,164E+00    2,55 um     4862 A      4265 A   
   7,00 MeV   4,827E+00  2,069E+00    2,75 um     5115 A      4559 A   
   8,00 MeV   5,385E+00  1,905E+00    3,13 um     5577 A      5115 A   
   9,00 MeV   5,987E+00  1,769E+00    3,50 um     5974 A      5625 A   
  10,00 MeV   6,623E+00  1,653E+00    3,84 um     6314 A      6088 A   
  11,00 MeV   7,287E+00  1,554E+00    4,16 um     6605 A      6507 A   
  12,00 MeV   7,970E+00  1,467E+00    4,46 um     6857 A      6885 A   
  13,00 MeV   8,665E+00  1,390E+00    4,75 um     7074 A      7227 A   
  14,00 MeV   9,367E+00  1,322E+00    5,02 um     7263 A      7536 A   
  15,00 MeV   1,007E+01  1,262E+00    5,27 um     7429 A      7816 A   
  16,00 MeV   1,077E+01  1,207E+00    5,51 um     7575 A      8070 A   
  17,00 MeV   1,147E+01  1,157E+00    5,74 um     7704 A      8302 A   
  18,00 MeV   1,216E+01  1,112E+00    5,95 um     7820 A      8513 A   
  20,00 MeV   1,351E+01  1,032E+00    6,36 um     8025 A      8887 A   
  22,50 MeV   1,513E+01  9,493E-01    6,82 um     8236 A      9278 A   
  25,00 MeV   1,667E+01  8,799E-01    7,24 um     8406 A      9605 A   
  27,50 MeV   1,811E+01  8,209E-01    7,63 um     8545 A      9883 A   
  30,00 MeV   1,947E+01  7,702E-01    7,99 um     8663 A      1,01 um  
  32,50 MeV   2,075E+01  7,259E-01    8,34 um     8763 A      1,03 um  
  35,00 MeV   2,195E+01  6,870E-01    8,66 um     8850 A      1,05 um  
  37,50 MeV   2,308E+01  6,524E-01    8,97 um     8926 A      1,07 um  
  40,00 MeV   2,415E+01  6,215E-01    9,26 um     8994 A      1,08 um  
  45,00 MeV   2,612E+01  5,685E-01    9,82 um     9126 A      1,11 um  
  50,00 MeV   2,790E+01  5,246E-01   10,34 um     9236 A      1,13 um  
  55,00 MeV   2,951E+01  4,875E-01   10,84 um     9329 A      1,15 um  
  60,00 MeV   3,098E+01  4,558E-01   11,31 um     9410 A      1,17 um  
  65,00 MeV   3,233E+01  4,283E-01   11,76 um     9482 A      1,18 um  
  70,00 MeV   3,356E+01  4,042E-01   12,19 um     9546 A      1,19 um  
  80,00 MeV   3,575E+01  3,639E-01   13,01 um     9691 A      1,22 um  
  90,00 MeV   3,762E+01  3,316E-01   13,79 um     9815 A      1,24 um  
 100,00 MeV   3,924E+01  3,049E-01   14,54 um     9923 A      1,25 um  
 110,00 MeV   4,065E+01  2,825E-01   15,26 um     1,00 um     1,27 um  
 120,00 MeV   4,188E+01  2,634E-01   15,96 um     1,01 um     1,28 um  
 130,00 MeV   4,297E+01  2,469E-01   16,64 um     1,02 um     1,29 um  
 140,00 MeV   4,395E+01  2,326E-01   17,30 um     1,03 um     1,30 um  
 150,00 MeV   4,481E+01  2,199E-01   17,95 um     1,03 um     1,31 um  
 160,00 MeV   4,560E+01  2,086E-01   18,59 um     1,04 um     1,32 um  
 170,00 MeV   4,630E+01  1,986E-01   19,22 um     1,05 um     1,33 um  
 180,00 MeV   4,694E+01  1,895E-01   19,84 um     1,05 um     1,34 um  
 200,00 MeV   4,805E+01  1,738E-01   21,05 um     1,07 um     1,35 um  
 225,00 MeV   4,919E+01  1,577E-01   22,54 um     1,10 um     1,37 um  
 250,00 MeV   5,012E+01  1,445E-01   24,00 um     1,12 um     1,38 um  
 275,00 MeV   5,106E+01  1,335E-01   25,43 um     1,14 um     1,40 um  
 300,00 MeV   5,151E+01  1,242E-01   26,84 um     1,16 um     1,41 um  
 325,00 MeV   5,190E+01  1,161E-01   28,24 um     1,18 um     1,42 um  
 350,00 MeV   5,227E+01  1,091E-01   29,63 um     1,20 um     1,43 um  
 375,00 MeV   5,257E+01  1,030E-01   31,01 um     1,22 um     1,44 um  
 400,00 MeV   5,282E+01  9,754E-02   32,39 um     1,24 um     1,46 um  
 450,00 MeV   5,316E+01  8,831E-02   35,12 um     1,30 um     1,47 um  
 500,00 MeV   5,333E+01  8,077E-02   37,85 um     1,36 um     1,49 um  
 550,00 MeV   5,338E+01  7,449E-02   40,57 um     1,42 um     1,51 um  
 600,00 MeV   5,333E+01  6,917E-02   43,29 um     1,47 um     1,53 um  
 650,00 MeV   5,319E+01  6,461E-02   46,01 um     1,52 um     1,54 um  
 700,00 MeV   5,297E+01  6,064E-02   48,75 um     1,58 um     1,56 um  
 800,00 MeV   5,237E+01  5,408E-02   54,26 um     1,76 um     1,58 um  
 900,00 MeV   5,160E+01  4,888E-02   59,84 um     1,94 um     1,61 um  
   1,00 GeV   5,071E+01  4,463E-02   65,52 um     2,10 um     1,64 um  
   1,10 GeV   4,973E+01  4,111E-02   71,30 um     2,26 um     1,67 um  
   1,20 GeV   4,870E+01  3,812E-02   77,20 um     2,41 um     1,69 um  
   1,30 GeV   4,764E+01  3,557E-02   83,23 um     2,56 um     1,72 um  
   1,40 GeV   4,656E+01  3,335E-02   89,40 um     2,71 um     1,75 um  
   1,50 GeV   4,548E+01  3,141E-02   95,72 um     2,86 um     1,78 um  
   1,60 GeV   4,441E+01  2,969E-02  102,18 um     3,00 um     1,81 um  
   1,70 GeV   4,335E+01  2,816E-02  108,80 um     3,15 um     1,83 um  
   1,80 GeV   4,232E+01  2,679E-02  115,58 um     3,30 um     1,86 um  
   2,00 GeV   4,034E+01  2,443E-02  129,65 um     3,86 um     1,92 um  
   2,25 GeV   3,806E+01  2,204E-02  148,19 um     4,67 um     2,00 um  
   2,50 GeV   3,601E+01  2,009E-02  167,81 um     5,44 um     2,09 um  
   2,75 GeV   3,418E+01  1,848E-02  188,52 um     6,19 um     2,18 um  
   3,00 GeV   3,258E+01  1,711E-02  210,29 um     6,92 um     2,27 um  
   3,25 GeV   3,119E+01  1,595E-02  233,08 um     7,64 um     2,37 um  
   3,50 GeV   3,000E+01  1,494E-02  256,84 um     8,35 um     2,48 um  
   3,75 GeV   2,898E+01  1,405E-02  281,48 um     9,06 um     2,59 um  
   4,00 GeV   2,797E+01  1,327E-02  306,99 um     9,76 um     2,71 um  
   4,50 GeV   2,610E+01  1,196E-02  360,79 um    12,39 um     2,95 um  
   5,00 GeV   2,449E+01  1,089E-02  418,27 um    14,83 um     3,22 um  
   5,50 GeV   2,310E+01  1,001E-02  479,38 um    17,18 um     3,51 um  
   6,00 GeV   2,188E+01  9,261E-03  544,04 um    19,47 um     3,81 um  
   6,50 GeV   2,080E+01  8,624E-03  612,17 um    21,74 um     4,13 um  
   7,00 GeV   1,984E+01  8,072E-03  683,73 um    24,00 um     4,47 um  
   8,00 GeV   1,820E+01  7,164E-03  836,73 um    32,34 um     5,20 um  
   9,00 GeV   1,686E+01  6,448E-03    1,00 mm    39,99 um     5,98 um  
  10,00 GeV   1,574E+01  5,867E-03    1,18 mm    47,31 um     6,82 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  3,4399E+01                 eV / Angstrom 
  3,4399E+02                keV / micron   
  3,4399E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,1495E+01                 eV / (1E15 atoms/cm2)
  4,2324E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
